,Unnamed: 0,protein,ligand,type,value,unit,smiles
14,14,lps+atp j774a.1 il-1β,14,IC50,0.55,uM,CCCCN(CCCC)S(=O)(=O)c1ccc(CCNC(=O)c2cc(Cl)ccc2OC)cc1
17,17,lps+atp j774a.1 il-1β,17,IC50,0.42,uM,COc1ccc(CNS(=O)(=O)c2ccc(CCNC(=O)c3cc(Cl)ccc3OC)cc2)cc1
27,27,lps+atp j774a.1 il-1β,27,IC50,2.03,uM,CNS(=O)(=O)c1ccc(CCCNC(=O)c2cc(Cl)ccc2OC)cc1
28,28,lps+atp j774a.1 il-1β,28,IC50,1.74,uM,CNS(=O)(=O)c1ccc(CCCCNC(=O)c2cc(Cl)ccc2OC)cc1
8,8,lps+atp j774a.1 il-1β,YQ128,IC50,0.59±0.13,uM,C#CCNS(=O)(=O)c1ccc(CCN(Cc2cc(Cl)ccc2OCCC)C(=O)Cc2ccsc2)cc1
9,9,lps+atp j774a.1 il-1β,MCC950,IC50,0.019±0.04,uM,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1
26,26,lps+atp j774a.1 il-1β,YQ128,IC50,0.59,uM,C#CCNS(=O)(=O)c1ccc(CCN(Cc2cc(Cl)ccc2OCCC)C(=O)Cc2ccsc2)cc1
0,0,lps+atp pbmc il-1β,2,IC50,>40,uM,Cc1cc(=O)n2nc(Nc3c4c(cc5c3CCC5)CCC4)nc2n1C
1,1,lps+atp pbmc il-1β,3,IC50,>40,uM,Cc1ccn2nc(Nc3c4c(cc5c3CCC5)CCC4)nc2n1
2,2,lps+atp pbmc il-1β,4,IC50,>40,uM,Cc1cc2nc(Nc3c4c(cc5c3CCC5)CCC4)[nH]n2c(=O)n1
3,3,lps+atp pbmc il-1β,6,IC50,>40,uM,Cc1c[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn2c1=O
4,4,lps+atp pbmc il-1β,7,IC50,>40,uM,Cc1[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn2c(=O)c1C
5,5,lps+atp pbmc il-1β,8,IC50,>40,uM,Cc1[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn2c(=O)c1Cc1ccccc1
6,6,lps+atp pbmc il-1β,9,IC50,>40,uM,COc1c(C)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn2c1=O
7,7,lps+atp pbmc il-1β,10,IC50,>40,uM,Cc1[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn2c(=O)c1C#N
8,8,lps+atp pbmc il-1β,12,IC50,8.7,uM,CCc1cc(=O)n2nc(Nc3c4c(cc5c3CCC5)CCC4)nc2[nH]1
9,9,lps+atp pbmc il-1β,13,IC50,2.8,uM,COCCc1cc(=O)n2nc(Nc3c4c(cc5c3CCC5)CCC4)nc2[nH]1
10,10,lps+atp pbmc il-1β,14,IC50,1.8,uM,O=c1cc(Cc2ccccc2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12
11,11,lps+atp pbmc il-1β,15,IC50,3.4,uM,O=c1cc(CCc2ccccc2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12
12,12,lps+atp pbmc il-1β,16,IC50,6.3,uM,O=c1cc(C2CCOCC2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12
13,13,lps+atp pbmc il-1β,17,IC50,>40,uM,O=c1cc(C2CCNCC2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12
14,14,lps+atp pbmc il-1β,18,IC50,>40,uM,CN1CCC(c2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)CC1
15,15,lps+atp pbmc il-1β,19,IC50,>40,uM,O=c1cc(C2CCCNC2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12
16,16,lps+atp pbmc il-1β,20,IC50,4.9,uM,CN1CCCC(c2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)C1
17,17,lps+atp pbmc il-1β,21,IC50,4.5,uM,O=c1cc(CC2CCCCC2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12
18,18,lps+atp pbmc il-1β,22,IC50,3,uM,COc1ccc(Cc2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)cc1
19,19,lps+atp pbmc il-1β,24,IC50,2.8,uM,O=c1cc(Cc2cccc(Cl)c2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12
20,20,lps+atp pbmc il-1β,25,IC50,10,uM,O=c1cc(Cc2ccc(Cl)cc2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12
21,21,lps+atp pbmc il-1β,27,IC50,2.4,uM,N#Cc1cccc(Cc2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)c1
22,22,lps+atp pbmc il-1β,28,IC50,1.6,uM,N#Cc1ccc(Cc2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)cc1
23,23,lps+atp pbmc il-1β,29,IC50,4,uM,Cc1ccccc1Cc1cc(=O)n2nc(Nc3c4c(cc5c3CCC5)CCC4)nc2[nH]1
24,24,lps+atp pbmc il-1β,30,IC50,3.7,uM,O=c1cc(Cc2ccccc2F)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12
25,25,lps+atp pbmc il-1β,31,IC50,0.26,uM,O=C1C=C(Cc2ccccn2)Nc2nc(Nc3c4c(cc5c3CCC5)CCC4)nn21
26,26,lps+atp pbmc il-1β,32,IC50,3.4,uM,O=c1cc(Cc2cccnc2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12
27,27,lps+atp pbmc il-1β,32,IC50,2.3,uM,O=c1cc(Cc2cccnc2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12
28,28,lps+atp pbmc il-1β,33,IC50,5.8,uM,O=c1cc(Cc2ccncc2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12
29,29,lps+atp pbmc il-1β,34,IC50,1.7,uM,O=c1cc(Cc2ncccn2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12
30,30,lps+atp pbmc il-1β,35,IC50,5,uM,O=c1cc(CC2CCOC2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12
31,31,lps+atp pbmc il-1β,36,IC50,1.9,uM,O=C1C=C(CC2CCCCO2)Nc2nc(Nc3c4c(cc5c3CCC5)CCC4)nn21
32,32,lps+atp pbmc il-1β,37,IC50,3.4,uM,O=c1cc(CC2CCOCC2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12
33,33,lps+atp pbmc il-1β,38,IC50,7.8,uM,O=c1cc(CN2CCOCC2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12
34,34,lps+atp pbmc il-1β,39,IC50,20,uM,O=c1cc(CC2CNCCO2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12
35,35,lps+atp pbmc il-1β,40,IC50,8.8,uM,CN1CCOC(Cc2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)C1
36,36,lps+atp pbmc il-1β,41,IC50,5.4,uM,O=c1cc(CC2COCCN2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12
37,37,lps+atp pbmc il-1β,42,IC50,6,uM,CN1CCOCC1Cc1cc(=O)n2nc(Nc3c4c(cc5c3CCC5)CCC4)nc2[nH]1
38,38,lps+atp pbmc il-1β,43,IC50,>40,uM,CN1CCN(Cc2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)CC1
39,39,lps+atp pbmc il-1β,44,IC50,2,uM,Cn1nccc1Cc1cc(=O)n2nc(Nc3c4c(cc5c3CCC5)CCC4)nc2[nH]1
40,40,lps+atp pbmc il-1β,45,IC50,1.8,uM,Cn1ccc(Cc2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)n1
41,41,lps+atp pbmc il-1β,46,IC50,4.9,uM,Cn1cc(Cc2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)cn1
42,42,lps+atp pbmc il-1β,47,IC50,5.5,uM,Cn1cnc(Cc2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)c1
43,43,lps+atp pbmc il-1β,48,IC50,16,uM,Cn1cncc1Cc1cc(=O)n2nc(Nc3c4c(cc5c3CCC5)CCC4)nc2[nH]1
44,44,lps+atp pbmc il-1β,49,IC50,0.6,uM,Cc1cc(=S)n2nc(Nc3c4c(cc5c3CCC5)CCC4)nc2[nH]1
45,45,lps+atp pbmc il-1β,50,IC50,0.013,uM,S=C1C=C(Cc2ccccn2)Nc2nc(Nc3c4c(cc5c3CCC5)CCC4)nn21
46,46,lps+atp pbmc il-1β,51,IC50,0.13,uM,S=C1C=C(CC2CCCCO2)Nc2nc(Nc3c4c(cc5c3CCC5)CCC4)nn21
47,51,lps+atp wb il-1β,31,IC50,>40,uM,O=C1C=C(Cc2ccccn2)Nc2nc(Nc3c4c(cc5c3CCC5)CCC4)nn21
48,52,lps+atp wb il-1β,36,IC50,>40,uM,O=C1C=C(CC2CCCCO2)Nc2nc(Nc3c4c(cc5c3CCC5)CCC4)nn21
49,53,lps+atp wb il-1β,50,IC50,1.5,uM,S=C1C=C(Cc2ccccn2)Nc2nc(Nc3c4c(cc5c3CCC5)CCC4)nn21
50,54,lps+atp wb il-1β,51,IC50,8.9,uM,S=C1C=C(CC2CCCCO2)Nc2nc(Nc3c4c(cc5c3CCC5)CCC4)nn21
24,25,il-1β,24,IC50,0.14,uM,C=C(C)c1ccc(C)c(C)c1
25,26,il-1β,25,IC50,0.066,uM,Cc1ccc(C(C)(C)C)cc1C
26,27,il-1β,26,IC50,0.31,uM,Cc1ccc(C2CCC2)cc1C1CCC1
27,28,il-1β,27,IC50,0.053,uM,CN(C)S(=O)(=O)NC(=O)c1coc(Nc2c3c(cc4c2CCC4)CCC3)n1
28,29,il-1β,28,IC50,0.55,uM,Cc1ccc(C(F)(F)F)cc1Nc1nc(C(=O)NS(=O)(=O)N(C)C)co1
33,34,il-1β,24,IC50,6.8,uM,C=C(C)c1ccc(C)c(C)c1
34,35,il-1β,25,IC50,7.7,uM,Cc1ccc(C(C)(C)C)cc1C
35,36,il-1β,26,IC50,>30,uM,Cc1ccc(C2CCC2)cc1C1CCC1
36,37,il-1β,27,IC50,1.8,uM,CN(C)S(=O)(=O)NC(=O)c1coc(Nc2c3c(cc4c2CCC4)CCC3)n1
37,38,il-1β,28,IC50,4.7,uM,Cc1ccc(C(F)(F)F)cc1Nc1nc(C(=O)NS(=O)(=O)N(C)C)co1
41,43,il-1β,32,IC50,0.021,uM,Cc1ccc(C(F)(F)F)cc1Nc1nc(C(=O)NS(=O)(=O)N2CCCOCC2)co1
47,50,il-1β,32,IC50,0.57,uM,Cc1ccc(C(F)(F)F)cc1Nc1nc(C(=O)NS(=O)(=O)N2CCCOCC2)co1
1,1,nlrp3 inflammasome,13a,IC50,10,uM,CC(C)=CCC/C(C)=C/CC1=C(O)C(=O)C([Si](C)(C)C)=CC1=O
6,6,nlrp3 inflammasome,15a,IC50,10,uM,C=C(C)[C@@H]1CCC(C)=C[C@H]1C1=C(O)C(=O)C([Si](C)(C)C)=CC1=O
9,9,nlrp3 inflammasome,15a,IC50,1,uM,C=C(C)[C@@H]1CCC(C)=C[C@H]1C1=C(O)C(=O)C([Si](C)(C)C)=CC1=O
11,11,nlrp3 inflammasome,15a,IC50,0.1,uM,C=C(C)[C@@H]1CCC(C)=C[C@H]1C1=C(O)C(=O)C([Si](C)(C)C)=CC1=O
